class,aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,120756,,,,,,0,0,0,0,28028,3083312,6403036,2765420,358892,18586,4686800,0,0,,0,0,9321066,7603004,3768026,1660974,,0,342,0,,,0,0,0,0,0,0,46492,12610244,538,0,16320,11914,466226,8021190,3768230,373394,0,0,0,0,4231574,2577292,848226,637252,557650,540452,611518,948638,1216330,488342,13090030,,,,,4686800,187976,1438964,2321364,395960,377860,349380,338120,336240,352660,279340,344700,342180,120755.6,13090030,13090030,,84538,,,975080,,1209600,,,,,9796959.36,0,2855325.12,,,0,0,0,123876,3061324,6411922,2693700,340426,25088,938,,,13090030,,8364,2310,2468782,733640,3596528,5745366,101304,980,0,0,,,,,,,,,,,,,,,,,,,,110634,,,,,,,,,,,,,,,,2905484,4527934,1739978,837610,1803930,817208,24818,300,12,0,,
neg,12460,,616,582,0,0,0,0,0,0,36474,169420,366446,203822,30216,1842,361668,0,0,0,0,0,735890,649760,125436,67324,0,0,0,0,1592,290,0,0,0,0,0,0,248888,556820,2512,0,1926,660,660,8478,306540,486158,3798,0,0,0,284080,226286,87728,55592,38780,28584,35038,51582,550,0,861514,114,138,2142,0,361668,9268,50686,74504,,,,,,,,,123640,12460.79,861514,861514,864416,4755,3560,84942,859420,808220,1209600,23016,0,20,0,682231.68,0,124328.64,0,0,0,0,1560,113790,215338,309884,147734,18366,1504,44,330,334,861514,,2496,166,35386,53424,54856,501880,153826,6106,80,0,870,772,447488,125820,0,334,0,48,695620,552,152,0,0,0,0,0,0,0,0,4720,3958,790,0,0,20986,3616,798480,107282,0,0,0,0,2166830,385.24,454,132290,142548,77068,33638,85140,174354,42942,25944,82910,11386,0,0
neg,59266,,414,296,0,0,0,0,0,0,20820,829502,2314308,399626,11898,24,1852044,0,0,0,0,0,3220030,2865334,601474,299160,0,0,0,0,430,1066,0,0,0,0,0,47722,1918380,1189006,421070,0,2264,5478,1662,63576,2071900,1430482,816,0,0,0,1187538,868122,295706,255810,233836,190114,202620,341648,784,0,3821940,890,66,944,0,1852044,56572,369350,230258,195480,219820,146720,,,,,,33860,59266.25,3821934,3821940,3825524,24289,9940,15568,187200,3576178,1209600,96610,0,134,0,3213234.24,0,360574.08,0,0,0,0,0,181482,1791676,1457962,129302,12782,2818,156,8,24,3821940,,3486,468,1334,175208,184588,1718748,1472340,19874,132,0,412,1798,2339222,48288,0,8350,0,0,3248564,1830,376,0,0,0,0,0,0,0,0,26248,61540,11802,10027852,1736528,116900,20266,1196380,204604,2602070,3630,0,0,740720,1004.2,1126,391364,578188,470672,207830,400574,361944,431498,350902,378126,5080,0,0
neg,43052,,2130706434,2570,0,0,0,0,0,0,16576,1055644,1668156,612292,30364,0,1488648,0,0,0,0,0,3219678,2981122,473802,200480,0,0,0,0,8668,3258,0,0,0,0,0,0,661422,2629876,91734,0,1722,804,1006,1820,14692,3082122,280866,0,0,0,1364482,935656,324990,217184,160720,165602,214398,0,0,0,3693848,0,26,84,28,1488648,32702,291616,181348,183320,163880,117700,,,,,,3980,43051.77,3693848,3693848,3675612,16826,32812,3552,59740,3383032,1209600,105508,2,90,0,2660271.36,0,720461.76,2,232,0,0,0,152558,1284312,1270558,626002,43390,5894,318,1862,2030,3693848,,4018,478,40780,600246,154190,1046954,1501320,34802,244,0,2930,8878,2413858,55540,0,4754,0,8,2694928,2372,652,0,0,0,0,0,0,0,0,15230,27368,6168,0,0,114414,23142,6951360,1026396,0,0,0,0,3517430,947.36,1104,752840,951304,355370,111846,225162,222148,146644,121172,413816,82730,0,0
neg,34674,0,2130706440,210,0,0,0,0,0,0,325338,1825636,216956,1496,0,0,177338,0,0,0,2024,3022,2019454,1785962,580120,185258,0,0,0,0,128,380,0,0,0,0,0,5344,17626,396752,1949704,0,1844,1352,2636,3664,3014,1369870,987046,0,0,0,988730,506590,297882,219202,115744,71270,53832,60978,33246,21952,2602424,2096,2282,9202,10,177338,26978,268472,309696,214520,303800,,,,,,,54660,34673.68,2602424,2602424,2579930,10341,30,15210,174120,2374714,1209600,70508,2,102,0,1942982.4,0,427943.04,28,428,0,0,143344,1321788,855228,39938,6230,2500,396,2,32,44,2602424,0,4882,606,177422,254106,106274,1582350,237598,6154,34,0,182,650,1970480,868224,0,242,0,0,1975148,2834,740,0,0,0,0,0,0,0,0,29934,4784,1208,2935274,383274,49982,9600,10190720,1043226,2563932,16912,0,0,4673740,11.66,1372,451032,409778,194882,93752,188454,318282,498414,213520,952,360,0,0
pos,584994,,0,,0,0,0,0,0,0,225568,6759948,22611216,7410778,110690,1102,20051630,12600,3268,,2008,3790,32717894,28524212,5697672,3423256,0,0,6718,0,0,0,0,0,0,0,0,54466,9548908,25915214,1600714,0,48786,46158,78178,2168320,29266310,5511430,114,6,0,0,11352076,6844142,2364940,1796890,1479144,1561452,3400350,6094684,2059132,166492,38423786,1178,7064,2328,2510,20051630,486644,2539206,3116992,190960,188680,150820,176920,211380,187000,126560,136100,194200,584993.63,38423786,38423786,37885244,309459,1178874,,840440,37119302,1209600,0,,,,32978640.96,0,4102938.24,112640,,0,0,5922,1084024,9381044,19353436,6857186,370388,60102,7200,,0,38423786,,34528,6648,1108028,1212136,2691534,25869000,6103302,94100,26,0,,,,,,,,,,24948,586,,,,,,,,,316826,501452,88240,71361142,24308056,920180,126376,34237320,8403698,0,103696,0,0,,0.64,0,4272234,7007450,4922414,2276976,5322124,4650706,3364984,1938340,3099418,264656,0,0
neg,1204,,36,26,0,0,0,0,0,0,148,4622,67726,6352,0,0,37128,0,54,0,0,0,85350,78972,14398,3146,0,0,0,0,22,18,0,0,0,0,0,2860,46078,3762,26148,0,1694,108,124,138,25380,51404,0,0,0,0,38294,32086,6402,1236,244,446,124,16,0,0,99794,0,0,0,0,37128,902,5262,9100,,,,,,,,,14100,1203.72,99794,99794,94348,252,14240,9736,99380,78848,1209600,1970,0,2,0,69282.24,0,7929.6,0,14,0,0,0,1232,34684,42270,616,46,0,0,0,4,99794,,1690,26,112,9870,1468,41244,23214,1056,168,0,68,86,60762,6,0,0,0,0,69768,96,32,0,0,0,0,0,0,0,0,426,320,100,0,0,2168,442,4360,884,0,0,0,0,203720,107.48,76,10270,8528,6524,9678,37486,6132,212,18,0,0,0,0
pos,189008,4,1130,,0,0,8252,151670,419434,3097192,6678786,3772376,681488,77498,182,0,6187848,7800,0,0,889252,1443924,11317696,10537314,3074082,1435558,2,0,0,0,12516,1754,0,0,0,0,0,0,4168,6941894,7727670,213146,22318,17404,19692,29506,2142246,9186434,1712848,1756430,0,0,6401934,1948902,1170332,1119000,777784,565858,422900,354386,199660,1926122,15281958,1252,6444,384,44,6187848,191412,897576,2174102,362240,357740,281860,249880,202800,186900,177700,214920,284420,189008.32,15281958,15281958,15210420,91140,38500,68270,755300,14890172,1209600,0,,,,10513477.44,1058016,3308020.8,824,2586,243226,576502,1657188,2600914,2564692,1492000,1396938,1588094,1898816,868508,,0,15281958,0,8756,1184,3042812,1810390,914344,7691862,1406300,11166,64,0,,,,,,,,,,12070,1310,276930,1193030,0,0,0,0,0,0,114358,94070,19880,0,0,453558,56720,20543780,2775088,0,0,0,0,24865130,2429.3,2758,4428596,2055880,1243234,610524,1392830,2066464,2120486,919224,49632,8,0,0
neg,45532,,790,730,0,0,0,0,0,0,15196,1713058,1264076,165380,25096,1976,1416598,0,0,0,0,0,2695240,2143824,845632,449812,0,0,6838,0,4154,554,0,0,0,0,0,0,2329426,376504,478852,0,3796,2064,3004,247582,2155292,772952,92,0,0,0,998304,771274,275578,212320,184088,168816,263954,310412,36,0,3541660,632,226,1258,4,1416598,44878,440738,403022,290540,277120,,,,,,,270080,45532.87,3541660,3541660,3513328,22349,9080,104890,1113760,3184782,1209600,81336,0,144,0,2781376.32,0,400774.08,0,0,0,0,0,233360,1608084,1176118,142360,19964,4706,190,6,10,3541660,,5732,854,24040,307816,126692,1747752,945712,25974,210,0,988,1628,1321910,208946,0,16152,0,44,2811300,3922,334,0,0,0,0,0,0,0,0,27794,30256,5922,0,0,57490,8652,5074000,599052,2523628,2912,0,0,329430,1853.78,1936,431606,629500,500792,262630,580324,331212,203382,115494,125930,3912,0,0
neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27206,0,0,0,350,758,77878,66274,39250,5348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117560,0,0,0,0,27206,756,27832,11274,,,,,,,,,38360,0,117560,117560,1768,0,0,11218,116720,0,1209600,0,0,0,0,18033.6,0,56943.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neg,193054,,,,,,0,0,0,0,41898,2569374,7190666,1861930,17850,0,4408264,0,0,,38,968,9350966,8005152,2600898,1312544,,0,0,0,,,0,0,0,0,128,539574,5582348,3600586,1959082,0,8508,7736,16060,39116,2375034,9198754,36508,2,0,0,4452858,1580344,873650,716382,685730,959796,1606124,792864,15014,4,11952732,,,,,4408264,157016,1378524,1212630,261580,265020,250940,249240,258580,270560,250660,241420,248920,193053.37,11952732,11952732,,86653,,,1048940,,1209600,,,,,10545825.6,0,1132059.84,,,0,0,3524,790934,5978478,4416182,407766,70310,14498,1074,,,11952732,,8266,1432,517362,353226,857596,8644864,1275340,24678,2,0,,,,,,,,,,,,,,,,,,,,80968,,,,,,,,,,,,,,,,1200980,1868232,1648180,783594,1523934,1382352,1291290,895286,1073624,14246,,
neg,2192,,26,24,0,0,0,0,0,11174,116520,15920,3268,0,0,0,61114,0,0,0,8792,16122,119758,109978,58846,8772,0,0,0,0,106,62,0,0,0,0,0,0,0,39018,107864,0,2368,258,220,278,830,142912,16,0,0,0,46702,46712,39724,7880,2592,1144,586,1396,144,2,187498,72,74,162,0,61114,1724,33068,25532,,,,,,,,,57880,2192.01,187498,187498,187182,700,0,18134,186380,146882,1209600,2916,0,24,0,110697.6,0,34043.52,8,54,0,2888,62018,76162,4024,1790,0,0,0,0,8,12,187498,,2184,46,6094,4798,6066,120030,7664,0,0,0,32,190,111896,55350,0,70,0,0,114984,394,356,0,0,0,0,0,0,0,0,1356,302,68,0,0,2362,410,980,96,0,0,0,0,1192100,153.02,174,37794,17074,5068,3074,9814,17358,9366,47214,120,0,0,0
neg,1846,,114,108,0,0,0,0,0,0,2504,104806,9206,2,0,0,45828,0,0,0,0,0,113110,105110,10144,6182,0,0,0,0,78,46,0,0,0,0,0,10494,83666,4634,17724,0,68,12,24,26,1082,115294,12,0,0,0,35274,51956,17404,6890,3646,700,326,320,2,0,123282,30,502,416,0,45828,1114,4964,5158,,,,,,,,,9960,1846.24,123282,123282,125564,451,230,12222,123080,116518,1209600,3226,0,2,0,103151.04,0,13287.36,0,0,0,0,0,65906,47018,3228,314,40,12,0,0,4,123282,,118,22,30,10970,2084,19848,81000,2322,122,2,182,156,102756,64404,0,56,0,12,103952,88,36,0,0,0,0,0,0,0,0,498,292,102,0,0,2176,482,4660,752,11920,78,0,0,846260,49.32,54,14300,20310,6444,3350,8624,62040,1448,2,0,0,0,0
neg,2042,,116,104,0,0,0,0,0,0,122,4840,88262,20814,558,0,50222,0,0,0,0,0,107634,97020,17938,7376,0,0,0,0,216,72,0,0,0,0,0,0,106140,8456,0,0,184,58,72,154,7622,105942,564,0,0,0,52318,39718,14818,6216,1034,280,186,26,0,0,125604,0,252,38,0,50222,1182,9906,7986,,,,,,,,,17680,2042.61,125604,125604,128448,466,218,12318,125260,114596,1209600,1994,0,6,0,103701.12,0,10779.84,0,0,0,0,0,0,63196,47044,3774,472,110,0,0,6,125604,,272,38,314,4688,2342,21482,83106,2280,74,0,186,268,103252,78418,52,52,0,0,105040,114,40,0,0,0,0,0,0,0,0,618,266,98,0,0,1208,386,2880,644,0,0,0,0,1042610,129.08,80,11798,10498,3890,1410,4518,79570,2606,286,20,0,0,0
neg,1264,0,0,0,0,0,0,0,0,7648,48238,63486,10228,5136,3346,0,50900,0,0,0,4294,6682,137812,127176,50714,7866,0,0,0,0,12,0,0,0,0,0,0,0,0,52416,85666,0,278,70,144,416,826,109424,26452,472,0,0,90326,19184,12328,4770,3282,2614,1746,1464,704,1664,192880,62,74,110,2,50900,1032,35720,14604,,,,,,,,,49920,1263.09,192880,192880,190864,489,0,18832,192060,138252,1209600,2470,2,10,0,64364.16,42955.2,29755.2,2,50,0,0,17690,37852,45012,24136,8040,2350,3002,0,122,126,192880,0,1338,54,3362,14350,19314,48674,48280,2600,88,22,0,0,66886,11454,0,108,0,0,67118,200,50,0,0,70,65238,0,0,0,0,998,322,154,0,0,1566,294,163420,16364,0,0,0,0,263110,221.42,164,74576,9326,5070,2570,6650,6294,5300,28038,258,0,0,0
neg,2522,0,48,46,0,0,0,0,0,956,109082,45438,2000,0,0,0,49252,0,0,0,3946,8776,137408,129442,40582,5380,0,0,0,0,134,110,0,0,0,0,0,0,0,16030,141446,0,318,84,88,856,552,140290,5462,9826,0,0,51548,32816,25954,20220,10094,7156,4238,2654,860,1936,182008,2,8,6,0,49252,1174,21430,18786,,,,,,,,,39780,2521.97,182008,182008,180684,1185,0,17688,181140,157700,1209600,2374,6,16,0,121322.88,4773.12,30416.64,0,40,0,0,22946,36124,88688,7790,1288,640,0,0,0,28,182008,0,1190,28,714,9734,15732,126762,3258,58,0,0,68,232,124070,84,0,0,0,0,124316,226,152,0,0,250,4860,0,0,0,0,1056,566,130,0,0,1670,394,636700,63708,0,0,0,0,1522010,218.06,192,36930,13636,3984,2654,9122,21290,29956,39806,98,0,0,0
neg,1264,,68,62,0,0,0,0,0,0,180,19064,58284,2002,0,0,40134,0,0,0,0,0,78830,71142,20256,2790,0,0,0,0,68,26,0,0,0,0,0,0,44648,33708,1174,0,1352,32,68,78,12222,65776,2,0,0,0,33892,36174,6688,1920,388,294,160,14,0,0,99130,284,344,120,2,40134,846,14286,5920,,,,,,,,,19900,1263.72,99130,99130,101626,261,0,8974,98660,79530,1209600,2602,0,20,0,66400.32,0,8324.16,0,22,0,0,0,8228,53372,17040,718,158,14,0,0,6,99130,,1440,38,34,4756,1520,8066,57722,5660,294,0,110,126,67172,41260,0,100,0,0,69040,122,24,0,0,0,0,0,0,0,0,504,166,26,0,0,1292,216,40,4,0,0,0,0,263740,239.14,102,10520,12474,2926,1190,5226,47128,66,0,0,0,0,0
neg,6,0,114,84,0,0,0,0,0,478,18866,2776,1938,0,0,0,7342,0,152,0,4768,7640,15944,15896,19284,950,2,0,0,0,28,216,0,0,0,0,0,0,0,9030,15028,0,1238,4,8,10,12,1552,17992,3122,120,0,17722,3460,926,642,254,218,524,144,32,136,40036,2,2,4,0,7342,404,14010,5216,,,,,,,,,18880,6.66,40036,40036,40076,72,0,3728,39660,24142,1209600,1418,0,16,0,15231.36,0,7765.44,0,20,0,24,14312,4976,3484,634,602,26,0,0,0,4,40036,0,1274,30,916,1142,828,5100,12164,2582,22,0,114,356,14922,890,0,100,0,0,16818,96,76,0,0,0,0,0,0,0,0,450,0,0,9532,2020,796,158,660,66,25436,34,0,0,0,167.56,96,9380,8348,2266,748,1262,924,674,456,0,0,0,0
neg,26784,,0,,0,0,0,0,0,0,590,139852,1111622,344510,6638,0,834072,0,56,0,0,0,1507628,1387108,211972,97448,0,0,0,0,0,0,0,0,0,0,0,21774,363868,797296,420274,0,1202,782,696,9748,1133330,457444,10,0,0,0,560018,285064,140888,105318,83662,77372,101848,172436,69844,6762,1719842,466,412,448,24,834072,18408,134330,77108,154860,1310700,1310700,1310700,1310700,1310700,1310700,1310700,54280,26783.51,1719842,1719842,1705838,11769,58676,49502,507240,1603212,1209600,0,,,,1469513.28,0,132536.64,,,0,0,0,67374,274776,956436,292192,10654,1704,76,,0,1719842,,1072,180,52476,74112,140552,1263318,68842,2660,0,0,,,,,,,,,,810,132,0,0,0,0,0,0,0,0,8998,19598,4154,0,0,58884,10262,1907380,395334,0,3820,0,0,1377120,,,139112,257680,217270,106170,252112,195772,225184,124922,83048,1942,0,0
neg,119364,,444,342,0,0,0,0,0,0,152352,1287466,5233074,1641876,47940,0,4032958,0,0,0,714,1172,7595892,6769604,1132004,538804,0,0,0,0,4668,784,0,0,0,0,0,0,2531822,5829416,1470,0,11692,2008,4540,55202,4794048,3442726,52488,4,0,0,3553828,1541344,911510,822172,697938,487342,328200,20374,0,0,8732782,0,852,1556,58,4032958,102200,426000,697324,151440,141440,145540,144200,152540,144680,192800,,24600,119364.48,8732782,8732782,8721870,34939,7924,5032,228800,8362884,1209600,281982,0,220,0,7249747.2,0,1096437.12,0,0,0,0,9526,437224,2795772,3484450,1350112,233252,50508,1864,10,24,8732782,,26448,3650,14276,848856,594502,5022562,1823126,29272,16,0,606,1646,7148444,482592,0,7544,0,0,7338264,11698,944,0,0,0,0,0,0,0,0,58690,128504,25586,0,0,278594,37922,553440,65724,0,0,0,0,20242370,7406.6,7814,1208040,2039860,800048,446284,1070148,814344,719894,610120,645414,8556,0,0
neg,41190,,0,,0,0,0,0,0,0,129646,295744,856266,1407200,29480,0,1368546,0,0,0,644,968,2437466,2202324,391980,189410,0,0,0,0,0,0,0,0,0,0,0,8368,327020,1832260,550688,0,4622,2872,3088,4950,11506,2691264,32,2,0,0,1077528,693466,336404,156294,114124,265660,74854,6,0,0,2830960,0,3864,172,114,1368546,40522,217172,173908,142480,195540,,,,,,,46140,41189.52,2830960,2830960,2833444,14501,160198,37126,403360,2718336,1209600,0,,,,2466593.28,0,247653.12,54,186,0,0,9592,263886,298040,899240,1148868,86288,11442,980,,0,2830960,,6644,914,31840,183100,113358,1528986,836790,16506,198,0,,,,,,,,,,2196,112,0,0,0,0,0,0,0,0,18896,29146,5418,0,0,98852,15196,5075860,765350,0,0,0,0,1189530,1853.02,1802,262310,588608,336488,154966,389072,609350,345078,28382,4082,0,0,0
neg,1972,,2130706448,102,0,0,0,0,0,0,142,2482,67598,60950,0,0,61964,0,0,0,0,0,125096,112800,17704,8596,0,0,0,0,114,122,0,0,0,0,0,0,28632,21350,81190,0,154,108,120,152,3166,127470,2,0,0,0,47470,67218,12500,2976,606,266,100,36,0,0,142834,4,12,336,0,61964,1730,7412,10226,,,,,,,,,17380,1971.5,142834,142834,143902,437,0,14022,142420,131172,1209600,3770,2,10,0,113501.76,0,17512.32,0,30,0,0,0,256,19754,101520,8760,748,134,0,2,8,142834,,262,20,620,14860,4030,42654,66942,1692,82,10,134,276,114444,57728,0,16,0,8,114502,160,46,0,0,0,0,0,0,0,0,882,78,42,0,0,2390,848,694080,69382,13818,16,0,0,971510,89.78,98,19610,20282,9110,6960,17790,57370,40,4,6,0,0,0
neg,36,,2130706434,20,0,0,0,0,0,0,106,1242,17172,0,0,0,6718,0,0,0,0,0,17390,10280,10068,3470,0,0,0,0,28,18,0,0,0,0,0,0,12196,0,6324,0,1240,28,36,40,786,16388,2,0,0,0,16614,976,498,62,92,278,0,0,0,0,27504,0,2,2,0,6718,398,2638,7274,,,,,,,,,9700,36.55,27504,27504,28872,35,0,2478,27100,18520,1209600,1004,2,4,0,7775.04,205.44,9311.04,0,0,0,0,0,2034,14162,1950,290,84,0,0,0,6,27504,,1336,32,34,834,662,6124,7322,2118,58,0,28,84,8542,72,0,10,0,22,8742,118,56,0,0,0,206,0,0,0,0,348,0,0,0,0,402,102,22480,2262,0,0,0,0,0,71.8,78,11426,6422,550,50,64,8,0,0,0,0,0,0
neg,30596,,2130706432,234,0,0,0,0,0,0,532,204930,1247780,593340,50046,3982,976098,0,0,0,0,0,1811780,1515952,353058,261500,0,0,0,0,592,142,0,0,0,0,0,43756,1049534,859660,147660,0,974,666,770,1126,40808,2055926,340,0,0,0,580710,395730,166638,123424,96692,92270,262312,382834,0,0,2165228,4,18,268,22,976098,30004,184708,165714,198400,,,,,,,,150780,30596.29,2165228,2165228,2164504,18922,26270,92884,951520,2100610,1209600,70888,2,46,0,1904127.36,0,195197.76,0,262,0,0,0,31742,404706,1072226,561710,26266,3712,248,266,278,2165228,,2408,384,44736,91052,60466,1491506,395588,14352,118,0,330,412,1221464,66016,0,33268,0,10,1920562,1190,34,0,0,0,0,0,0,0,0,20394,27924,14042,0,0,43490,7338,10117080,1826644,0,0,0,0,727080,664.1,716,205024,445172,339118,182852,473304,411748,41646,1364,382,0,0,0
neg,42,,176,138,0,0,0,0,0,0,82,14,6614,2562,0,0,3788,0,0,0,0,0,8116,5042,18568,1368,0,0,0,0,28,32,0,0,0,0,0,0,9268,0,4,0,114,16,28,20,920,8168,6,0,0,0,7236,1552,338,110,34,2,0,0,0,0,26726,6,28,20,0,3788,284,14712,2812,,,,,,,,,17680,41.4,26726,26726,32012,20,276,2452,26200,9272,1209600,862,4,6,0,5303.04,0,3888.96,0,28,0,0,0,164,2314,6508,262,24,0,0,0,4,26726,,88,22,66,648,1686,2334,3420,932,76,0,120,72,4196,118,0,180,0,10,5774,62,44,0,0,0,0,0,0,0,0,396,0,0,0,0,268,106,38040,3876,0,0,0,0,0,110.16,130,4204,3852,1108,94,14,0,0,0,0,0,0,0
pos,529004,,,,,,0,472,184290,2875072,10313514,12049138,4866920,1333922,276812,2594,12768688,18042,84,,1499990,2395142,24171260,22491956,9180572,2799788,,0,0,0,,,0,0,0,0,0,3058,2809534,23310152,5779990,0,52192,26826,34190,59516,8151354,23578604,50,2,0,0,6862884,11859202,6098906,2543636,1250232,752984,549198,650230,631378,704084,34858188,,,,,12768688,446966,4357478,4805446,347700,340400,214980,242980,373900,350660,325600,289780,299920,529003.18,34858188,34858188,,153746,,,920680,,1209600,,,,,26468929.92,0,5420352,,,6284,1058100,6372004,13056528,7296218,3227176,814634,66484,5258,48,,,34858188,,32164,7566,992186,3828944,1104106,14790396,11006942,140416,14,0,86,194,2610022,592416,0,60,0,0,2646236,,,,,,,,,,,233926,,,,,,,,,,,,,,,,5651764,3536412,2283330,1162626,2447668,1967284,3476062,11156482,221102,4,,
neg,30180,,0,,0,0,0,0,0,0,4086,371424,2737050,505922,2854,0,1500266,0,0,0,0,0,2962690,2439124,898290,407274,0,0,0,0,0,0,0,0,0,0,0,0,32582,74482,3514272,0,7528,4608,7616,16016,213716,3371750,84,14,4,0,2186244,702596,296626,150422,93704,81904,96166,13672,2,0,3862694,0,356,212,1644,1500266,69890,256050,632876,338200,226540,273360,1310700,1310700,1310700,1310700,1310700,44140,30180.12,3862694,3862694,3779970,11463,214754,13688,215980,3621336,1209600,0,,,,2563692.48,0,1047860.16,,,0,0,0,60390,1665606,1654070,211096,25738,4436,0,,0,3862694,,7962,1224,239384,658726,391502,1720342,574792,27398,6,0,,,,,,,,,,4448,348,0,0,0,0,0,0,0,0,40486,8808,2040,0,0,155074,30870,7072600,1053958,0,0,0,0,180140,,,1110138,1174220,525942,160638,290434,266990,53430,21160,18226,158,0,0
pos,323030,0,8838,7956,0,0,0,50,247988,3552476,9996826,7572540,3014646,270718,10070,0,14248816,0,66,0,1017676,1649970,29283152,25977828,7855424,3637394,168,0,0,0,20676,5274,0,0,0,0,0,0,0,1587616,22902268,175430,40512,20510,25350,42002,132660,18784034,2458178,3162066,2,0,11912508,6715356,1995968,1112328,882598,742420,601666,536700,144560,21210,38167168,9870,28516,41212,216,14248816,607566,1937020,5904878,262320,266720,244320,243640,255260,258420,291360,305180,129280,323029.42,38167168,38167168,37714542,80335,3124,15342,580320,37422604,1209600,2041836,0,1986,0,26878875.84,0,10500272.64,438,2814,14052,384140,1514596,3462228,7974774,7224176,2672496,958262,408084,52506,508,702,38167168,0,40956,5834,6510474,2170654,4733060,9963860,1196670,43692,114,0,14138,13180,26470166,5353244,208,102432,0,0,27456218,72758,9444,0,0,0,0,0,0,0,0,292672,95810,24222,0,0,1648374,365714,569200,65100,0,0,0,0,159393860,12013.56,12158,7299130,8280070,3312014,1053210,2468754,629876,462732,1140432,19096,0,0,0
neg,28,,14,14,0,0,0,0,0,0,6928,9950,3550,0,0,0,6790,0,0,0,734,1186,20418,17220,8094,856,0,0,0,0,26,34,0,0,0,0,0,0,0,6886,13542,0,1118,124,198,634,5174,12702,356,118,2,2,18818,872,82,266,22,14,50,264,20,20,29300,2,6,6,4,6790,466,3630,4434,1310700,1310700,1310700,1310700,1310700,1310700,1310700,1310700,7740,28.95,29300,29300,29414,27,150,2710,28800,20428,1209600,760,0,10,0,4807.68,0,15514.56,,,0,0,5270,8874,5552,472,260,0,0,0,4,8,29300,,1010,26,38,1120,3008,5732,9038,456,0,0,12,94,4844,24,0,2,0,0,6772,116,118,0,0,0,0,0,0,0,0,466,0,0,0,0,126,42,2720,344,0,0,0,0,0,,,16650,3730,48,0,0,0,0,0,0,0,0,0
neg,90292,,,,,,0,0,0,0,50452,2756168,7295752,3117914,337220,3532,5135282,25402,266,,0,0,9546446,7329766,4922660,2128172,,0,844,0,,,0,0,0,0,0,0,137528,13421576,1934,0,9532,9894,17526,78668,5838102,7607120,186,10,0,0,7635042,1865808,874672,631248,513666,477984,570720,902470,89206,222,14471770,,,,,5135282,228244,1799512,3111958,456780,442560,357940,433820,436320,408300,298560,427180,380000,90291.19,14471770,14471770,,70233,,,1132220,,1209600,,,,,9225841.92,0,4325565.12,,,0,0,0,301876,3931420,6129158,2701566,458102,37062,1854,,,14471770,,12588,3300,868850,3113480,1619062,6412884,1509000,21858,16,0,,,,,,,,,,,,,,,,,,,,143036,,,,,,,,,,,,,,,,4430614,6083394,984764,394424,723104,490912,246480,126318,79962,1066,,
