class,aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,10022,,322,268,0,0,0,0,0,0,1690,346234,337814,96354,4284,1408,357980,0,196,0,0,0,665860,546488,215670,84104,0,0,0,0,1112,276,0,0,0,0,0,0,623432,163200,1152,0,2242,442,808,1136,33946,749054,156,0,0,0,356110,175302,49574,33160,23276,17790,17106,104988,10478,0,881896,50,1096,654,4,357980,13746,97508,117338,,,,,,,,,212720,10022.18,881896,881896,894804,4486,120,85654,878400,787784,1209600,28750,0,66,0,607766.4,0,177821.76,6,324,0,0,0,60250,380420,289492,52278,4760,576,8,16,20,881896,,3284,312,6692,106260,61160,343544,252158,14046,328,0,436,1192,609424,247252,0,612,0,0,640626,970,284,0,0,0,0,0,0,0,0,8620,4570,1380,0,0,16026,3590,18400,1996,0,0,0,0,0,658.7,720,192932,152428,86308,34606,71016,63412,143442,20682,22716,242,0,0
neg,32280,,458,442,0,0,0,0,0,0,1430,76996,1025934,355514,29158,916,628154,27604,0,0,0,0,1288774,1060802,307936,187726,0,0,0,0,1016,204,0,0,0,0,0,5948,303522,1144650,35828,0,12692,3606,2350,39368,942120,489716,92,2,0,2,515616,383754,156532,104786,81054,68208,83010,96722,266,0,1597180,2,0,116,16,628154,19936,150848,155116,237960,,,,,,,,65320,32280.02,1597180,1597180,1594826,9226,18428,35868,381860,1489948,1209600,51280,12,54,0,1307028.48,0,181463.04,0,0,0,0,0,3054,337380,829092,304546,12224,3282,370,14,24,1597180,,2780,412,29306,110096,103172,1048140,188670,7318,54,0,744,520,1244950,29922,0,174,0,68,1317598,1518,100,0,0,0,0,0,0,0,0,13382,10164,1712,0,0,38850,8678,138060,60878,0,0,0,0,2280020,723.36,930,196262,381926,253986,121532,223874,133140,73726,40394,62918,2190,0,0
neg,22,0,14,14,0,4,0,0,0,0,4796,1780,1734,0,0,0,3544,0,0,0,464,944,16266,15058,16972,238,0,0,0,0,10,16,0,0,0,0,0,0,0,4768,3542,0,58,2,4,974,198,6334,740,0,0,0,6262,654,196,82,92,234,118,518,44,110,33724,2,6,2,0,3544,166,14914,2036,,,,,,,,,16720,22.68,33724,33724,35522,32,0,3300,33460,8356,1209600,468,2,10,0,3513.6,0,3656.64,0,12,0,0,3768,1880,1576,1066,20,0,0,0,4,4,33724,0,1214,4,28,10,1474,1558,2774,1236,12,0,42,44,3652,166,0,0,0,0,3654,58,98,0,0,0,0,0,0,0,0,184,0,0,502,376,118,42,3040,296,0,8,0,0,0,80.02,46,5070,2720,266,22,48,72,48,64,0,0,0,0
neg,822,,0,,0,0,0,0,0,0,172,152,52336,3822,0,0,24762,0,56,0,0,0,61450,55400,11874,2546,0,0,0,0,0,0,0,0,0,0,0,0,39994,15108,1380,0,1632,138,158,382,8320,45852,0,0,0,0,33232,17784,3912,962,120,82,390,0,0,0,73350,8,6,268,12,24762,602,5560,6210,1310700,1310700,1310700,1310700,1310700,1310700,1310700,1310700,11620,821.52,73350,73350,,167,798,7086,72980,,1209600,0,,,,46374.72,0,8610.24,,,0,0,0,106,24154,31458,570,162,32,0,,0,73350,,1492,30,2384,1892,1944,38434,9542,754,10,0,,,,,,,,,,96,28,0,0,0,0,0,0,0,0,440,210,70,0,0,1000,190,230240,23400,0,0,0,0,0,,,10858,6708,2660,3050,31642,1550,14,0,0,0,0,0
neg,4250,,32,,0,0,0,0,0,25920,194536,12526,1954,0,0,0,75342,0,0,0,28598,43194,183230,184756,63758,13958,0,0,0,0,14,58,0,0,0,0,0,0,29776,159738,45422,0,368,204,294,1284,6332,226454,0,0,0,0,41836,78666,62560,28392,10122,5054,3360,2934,1730,282,275716,32,48,134,0,75342,1992,34576,28690,,,,,,,,,62720,4249.19,275716,275716,269018,1431,166,26790,274540,234936,1209600,0,,,,202942.08,0,30768.96,6,44,0,3952,164904,60402,3872,1656,120,30,0,0,,0,275716,,1238,52,6132,5164,24820,195074,2456,0,0,0,,,,,,,,,,540,76,0,0,0,0,0,0,0,0,1978,400,204,53632,10052,3226,778,2583680,259920,0,438,0,0,3249210,154.66,186,32660,15488,10646,10756,29998,33760,38904,62288,436,0,0,0
neg,20,2,32,12,0,0,0,0,0,0,2532,3522,7418,0,0,0,6424,0,0,0,562,982,14692,8994,62248,1398,0,0,0,0,18,40,0,0,0,0,0,0,0,4506,8966,0,2224,118,284,718,978,7732,1418,0,0,0,11654,794,162,86,118,454,80,96,26,2,77560,0,0,30,0,6424,362,56732,5374,,,,,,,,,61720,20.33,77560,77560,76908,39,0,7400,77100,13580,1209600,634,0,8,0,3355.2,0,8507.52,4,64,0,0,2578,2544,6166,2088,94,2,0,0,26,54,77560,0,1886,44,200,416,496,2282,7128,954,66,0,22,62,3380,54,34,4,0,0,4470,120,136,0,0,0,0,0,0,0,0,442,0,0,616,138,50,32,1180,118,75280,42,0,0,0,414.78,154,10332,2860,164,30,42,28,14,2,0,0,0,0
neg,36860,,482,446,0,0,0,0,0,0,2492,228344,1645544,396758,21984,146,1012324,0,0,592,0,0,2035380,1728298,432152,269328,0,0,306,0,1302,272,0,0,0,0,0,54508,941116,764224,535420,0,8946,10850,6980,86212,1827634,354154,492,0,0,0,576628,499588,173334,148158,130254,122976,201176,443128,26,0,2467928,20,370,282,22,1012324,28804,246984,183152,189020,231020,,,,,,,7400,36860.98,2467928,2467928,2470884,20672,2500,328,43900,2295268,1209600,81242,18,78,0,2038461.12,0,253650.24,0,0,0,0,0,11810,452378,1358364,444392,21516,6058,750,30,116,2467928,,4872,564,96272,118808,90904,1499880,469702,14050,216,0,730,770,1992924,63852,258,44310,0,16,2060430,1480,242,0,0,0,0,0,0,0,0,17152,20800,11318,0,0,55678,9996,3713240,514618,0,0,0,0,7583740,1275.18,1098,269694,433872,285692,136444,264534,260920,195714,151038,278088,19272,0,0
neg,31496,,0,,0,0,0,0,0,0,4986,574350,1358654,307048,2178,0,1132742,11094,0,,0,0,2049238,1865750,283014,150492,0,0,0,0,0,0,0,0,0,0,0,54764,1073610,609544,509298,0,9194,3622,3248,6108,649560,1575230,204,46,4,0,1103268,295218,173860,126742,108534,177286,250732,11576,0,0,2332628,0,370,410,144,1132742,28080,112590,168702,160100,0,0,0,0,0,0,0,118580,31495.24,2332628,2332628,,12094,129410,,1118040,,1209600,0,,,,1808506.56,0,435618.24,,,0,0,0,201232,915902,1006614,110334,10606,2472,56,,0,2332628,,2028,342,100090,169482,171208,1522352,278880,2834,0,0,,,,,,,,,,1238,226,0,0,0,0,0,0,0,0,14114,26752,6012,0,0,78746,12288,2536840,423634,0,0,0,0,1671820,,,448600,385860,282270,135746,254934,245750,217328,201146,75540,42,0,0
neg,32,2,24,,0,0,0,0,0,0,6326,18636,2438,0,0,0,11678,0,0,0,1756,2764,38006,34718,34346,550,0,0,0,0,20,6,0,0,0,0,0,0,0,0,27400,0,1610,30,38,58,94,5682,16760,3128,0,0,24022,1992,320,224,656,170,16,0,0,0,74176,2,0,2,0,11678,488,30084,4226,,,,,,,,,33860,31.46,74176,74176,73564,49,14,7160,73500,27552,1209600,0,,,,7672.32,0,18546.24,2,50,0,0,4070,15972,7032,308,10,8,0,0,,0,74176,0,1558,64,44,28,398,6502,16316,2486,4,0,,,,,,,,,,140,30,0,0,0,0,0,0,0,0,474,0,0,0,0,206,46,20520,2116,0,0,0,0,0,265.86,134,20688,6016,534,82,70,10,0,0,0,0,0,0
neg,179454,0,220,194,0,0,0,0,0,22800,1408880,5835604,2714202,296134,6468,0,4668548,0,34,0,45540,62788,9607232,8815146,1254472,597030,0,0,0,0,668,1686,0,0,0,0,0,5564,173560,2677162,7427802,0,25590,13492,15704,24536,59626,9986726,158414,0,0,0,4633112,2742068,1065566,540526,377990,256934,184646,134094,85174,263978,10910118,4122,5618,15924,8,4668548,102340,627754,622242,89700,263120,136840,126560,130220,106560,121280,141520,111880,179453.21,10910118,10910118,10768210,48207,10,105796,1203120,10291282,1209600,228876,6,178,0,9070715.52,0,1207890.24,472,4176,0,0,99734,583888,2208202,4124860,2456190,657984,146658,6572,0,1868,10910118,0,18000,2708,396854,601366,387674,8225022,610110,42112,242,0,156,2776,9142976,5248090,0,68,0,0,9143330,16906,1054,0,0,0,0,0,0,0,0,54158,18036,6464,12015306,1688138,186182,36026,64730060,6475184,10381756,9446,0,0,139453080,6997.08,6478,1264456,1161900,648228,341818,763604,770672,5181220,146552,5638,0,0,0
neg,46814,,2130706432,0,0,0,0,0,0,0,0,0,0,0,0,0,1541396,0,0,0,0,0,4534618,4266340,597380,213354,0,0,0,0,614,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5132356,0,366,268,12,1541396,31086,453632,143004,57160,90940,184320,246940,,,,,13220,46813.11,5132356,5132356,4476,0,9558,26142,287520,0,1209600,120614,0,0,0,2449865.28,0,1433614.08,0,0,0,0,0,0,0,0,0,0,0,0,0,28,5132356,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2412,222,0,0,0,0,0,0,0,0,16850,38728,16172,0,0,90794,21362,2152260,534682,0,0,0,0,7092870,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neg,29318,,,,0,0,0,0,0,0,12282,273624,1266938,372476,2288,0,940842,0,0,,0,0,1755368,1584306,300950,132400,0,0,0,0,0,0,0,0,0,0,0,6794,790862,1034490,95462,0,3424,1308,1430,4558,846024,1070852,12,0,0,0,846560,298918,176612,112496,84922,94084,211602,100786,1628,0,2056666,48,216,204,112,940842,21820,174254,125788,205640,0,0,0,0,0,0,0,90560,29318.19,2056666,2056666,,12697,48820,,842080,,1209600,0,,,,1728205.44,0,194841.6,,,0,0,0,143322,760676,949496,61854,9248,2832,180,,0,2056666,,3350,362,65164,77204,144384,1464260,170144,2736,4,0,,,,,,,,,,1372,96,,,,,,,,,11964,25704,6244,0,0,34848,5566,3127440,518754,0,0,0,0,,,,207184,367484,278888,136102,380846,320440,129236,53186,53372,870,0,0
neg,55426,,188,172,0,0,0,0,0,0,0,0,0,0,0,0,1771546,0,0,0,0,0,3178902,2686420,1114518,392012,0,0,0,0,398,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294468,192,134,306,0,1771546,70884,794486,318012,307900,305300,300780,,,,,,191980,55425.03,4294468,4294468,580,0,2114,57000,654440,0,1209600,103518,0,126,0,3094274.88,0,544747.2,0,0,0,0,0,0,0,0,0,0,0,0,116,136,4294468,,0,0,0,0,0,0,0,0,0,0,286,206,2612464,10336,44,2504,0,0,3129218,2296,132,0,0,0,0,0,0,0,0,38458,51072,9228,0,0,170860,23194,941700,111014,0,0,0,0,11950,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neg,370,,16,16,0,0,0,0,0,0,96,7498,19752,288,0,0,12562,0,48,0,0,0,26632,23234,8016,1698,0,0,0,0,12,2,0,0,0,0,0,0,22816,3522,1296,0,1368,30,70,82,584,25500,0,0,0,0,15756,7984,2978,438,90,38,278,72,0,0,34660,0,48,16,0,12562,396,4212,3786,,,,,,,,,7880,369.78,34660,34660,35272,89,0,3340,34520,27634,1209600,942,14,0,0,21529.92,0,4746.24,,,0,0,0,400,24216,2722,220,76,0,0,0,4,34660,,1358,16,752,1428,1530,18316,3650,584,0,0,18,8,19070,11496,0,0,0,0,19562,68,34,0,0,0,0,0,0,0,0,230,0,0,0,0,710,154,0,0,0,0,0,0,0,,,6430,4848,1470,424,1418,13002,34,8,0,0,0,0
neg,29902,,0,,0,0,0,0,0,0,20696,615580,908636,326796,8666,0,939410,0,0,0,0,0,1776214,1670554,190146,77908,0,0,0,0,0,0,0,0,0,0,0,0,989732,460218,430424,0,2570,286,406,696,723094,1151908,1414,0,0,0,798996,228486,141374,113706,98730,97238,176732,225112,0,0,1966736,0,2,6,182,939410,19312,95166,94266,125160,1310700,1310700,1310700,1310700,1310700,1310700,1310700,61160,29902.68,1966736,1966736,1953960,10055,131586,73650,753080,1880374,1209600,0,,,,1601806.08,0,275101.44,,,0,0,0,105226,726310,814002,213868,17460,3276,232,,0,1966736,,2622,294,1078,219212,206322,814590,625596,10532,128,0,,,,,,,,,,1440,64,0,0,0,0,0,0,0,0,8470,10762,3384,0,0,42952,10214,2020300,288612,0,0,0,0,0,,,291526,246796,185894,107180,299402,297142,208336,101548,135230,7320,0,0
neg,103600,,364,340,0,0,0,0,0,4840,730284,2989618,2009768,406858,60822,2410,2844766,0,0,0,7912,14886,5426760,4665226,1576632,681542,0,0,346,0,440,2960,0,0,0,0,0,23662,1417748,4366808,396382,0,8458,11230,20002,45674,4036282,2082954,0,0,0,0,1779518,1909780,747980,448824,300606,239270,230826,350682,189284,7830,7011962,42,26,76,4,2844766,113788,1048674,524358,257880,258140,235560,262500,291320,,,,262040,103599.1,7011962,7011962,7018494,45458,5008,90282,954040,6204600,1209600,239014,2,112,0,5421781.44,0,777753.6,198,1356,0,486,33276,975390,2323784,2150900,674264,36590,9128,782,6,112,7011962,,5950,936,533426,258834,4713014,690786,1654,0,0,0,254,6826,5408066,286,0,28,0,0,5479512,3370,2560,0,0,0,0,0,0,0,0,47820,45808,10980,13585354,2322250,178776,111132,121360,25448,1050138,59060,0,0,3599130,1546.76,1962,810714,808424,789802,332610,627584,522130,600330,1642248,70744,14,0,0
neg,4948,,144,144,0,0,0,0,0,0,150,8100,201836,58478,0,0,129888,0,0,0,0,0,269804,260244,17790,6056,0,0,0,0,118,34,0,0,0,0,0,1142,94600,154262,18560,0,2274,148,130,394,40414,225204,0,0,0,0,129792,92102,36314,9082,834,64,374,2,0,0,287636,2,10,58,0,129888,1668,10070,7664,,,,,,,,,17380,4947.57,287636,287636,293328,1005,286,28550,287220,268564,1209600,5638,18,2,0,245437.44,0,20813.76,,,0,0,0,4778,113466,146320,3492,442,66,0,4,10,287636,,2262,30,2176,13254,6444,176000,65796,2586,16,0,226,190,217186,1120,0,8,0,0,223140,154,34,0,0,0,0,0,0,0,0,764,1244,384,0,0,6244,970,22380,2896,0,0,0,0,3947610,,,24616,31466,14294,7908,29828,54564,59804,27190,18706,188,0,0
neg,110296,,,,,,0,0,0,136170,5475572,12549014,7596362,1940038,168896,1068,8079636,0,0,,133792,196304,24911624,23446352,3228282,1485734,,0,0,0,,,0,0,0,0,0,0,660,1731468,26134992,0,8430,838,1244,3908,1542978,26309660,56,6,0,0,16888838,7669560,1402720,727854,455692,253168,170664,191382,55270,51972,28272568,,,,,8079636,241528,709258,2514964,144520,130780,131320,139180,151240,128360,126400,147500,58880,110295.49,28272568,28272568,28365962,46964,,,439240,27867120,1209600,,,,,8846615.04,17694466.56,1322230.08,,,0,13234,368148,3933078,10694626,10933504,1877714,45374,1442,0,,,28272568,,9766,1858,1033824,11792500,2448640,6734072,5584842,261598,20,0,,,,,,,,,,,,,,,,,,,,90274,,,,,,,,,,,,,,,,19195912,4390612,1470066,289748,434466,329332,551226,1190762,14970,26,,
neg,3022,,2130706448,94,0,0,0,0,0,3612,46708,111112,56974,40,0,0,85718,0,0,0,3216,4648,207236,180210,66220,17040,0,0,0,0,42,18,0,0,0,0,0,6640,93634,84796,33376,0,4346,82,92,190,14762,198880,92,2,0,0,90450,88464,25808,9462,2224,1830,208,0,0,0,276824,0,624,664,0,85718,3240,43856,22252,,,,,,,,,65200,3021.56,276824,276824,280756,744,790,26938,275360,218446,1209600,6696,2,8,0,173975.04,0,40139.52,0,74,0,0,11284,109270,73080,23416,1096,262,38,0,0,4,276824,,4658,88,184,8922,7838,42876,147892,5856,132,0,150,82,176472,78502,0,16,0,6,177044,422,76,0,0,0,0,0,0,0,0,1892,710,246,0,0,5410,1050,893520,95770,0,0,0,0,1438700,281.64,224,46698,36488,11350,7142,31426,79758,5040,392,152,0,0,0
neg,2620,,120,64,0,0,0,0,0,0,576,71274,169014,115422,15498,1930,149320,0,0,0,0,0,294220,237122,148226,42290,0,0,0,0,94,110,0,0,0,0,0,0,0,14676,359038,0,2472,206,298,450,7466,362822,0,0,0,0,242670,79716,31254,10702,3758,2204,1532,1848,30,0,442620,16,16,68,0,149320,6138,64126,83654,,,,,,,,,146740,2620.64,442620,442620,438178,1165,0,42982,441000,373714,1209600,12772,2,30,0,212137.92,35850.24,122819.52,95232,,0,0,0,33092,131632,153378,53706,1694,212,0,14,20,442620,,2732,112,76762,42446,152074,98356,1232,0,0,0,196,296,209112,10632,0,14,0,0,227188,314,152,0,0,3290,38380,0,0,0,0,3694,626,94,574560,89144,10402,1626,560,54,162438,3798,0,0,1620670,0,0,165638,91824,45152,16014,29804,18252,4530,2364,136,0,0,0
neg,56210,,170,152,0,0,0,0,0,0,226,208810,2607140,791000,70618,686,1519506,0,0,0,0,0,3247188,2804310,523300,399304,0,0,0,0,308,114,0,0,0,0,0,5686,1924812,1001694,746288,0,2986,1196,2594,127610,3076136,467938,20,0,0,0,1007244,961216,401250,334592,284470,238668,286858,164182,0,0,3770868,36,596,282,8,1519506,43222,286652,233574,178040,155000,157860,,,,,,27580,56209.53,3770868,3770868,3783054,25111,21894,11160,137020,3678480,1209600,113210,4,50,0,3335155.2,0,340248,0,0,0,0,0,9400,812912,2228078,599474,22476,5700,440,216,228,3770868,,5044,538,128400,202610,164418,2681290,486552,9574,54,0,244,318,2620148,73146,0,75940,0,16,3354228,2132,262,0,0,0,0,0,0,0,0,24248,36952,18730,0,0,92138,16106,19674180,2192634,0,0,0,0,17042210,923.78,1062,363700,741758,602174,310254,574662,493104,276260,130902,174714,10952,0,0
neg,42382,,782,522,0,0,0,0,496,106,1192,195786,1813726,1182656,161414,6696,1583718,0,0,0,0,0,2932398,2573114,797704,305796,0,0,0,0,566,230,0,0,0,0,0,1990,578644,1458472,1322966,0,3462,3210,11260,20886,335836,2987224,192,2,0,0,1354868,757400,289932,228860,182336,145030,140554,261352,1740,0,3730684,92,56,312,8,1583718,47186,437336,352916,244420,228040,291720,,,,,,26980,42381.98,3730684,3730684,3717750,19929,648,5918,96000,3362072,1209600,90688,0,136,0,2584691.52,0,775159.68,66,600,0,0,0,36474,547146,2022594,728446,25170,2200,42,420,490,3730684,,3882,430,25262,384506,189512,2042240,668274,47030,936,0,756,674,2563774,62596,30,600,0,0,2617458,1732,110,0,0,0,0,0,0,0,0,23700,31622,7074,0,0,121358,18898,67220,7426,3660464,1066,0,0,3399810,1194.46,1156,797620,516328,450236,246632,714356,635250,1442,88,120,0,0,0
neg,600,,274,184,0,0,0,0,0,0,242,4524,55916,6606,0,0,28516,0,0,0,0,0,59762,48978,25966,5138,0,0,0,0,128,286,0,0,0,0,0,0,67288,0,0,0,412,156,640,826,20304,44946,4,0,0,0,50316,12856,3092,636,174,114,62,38,0,0,85816,4,84,200,0,28516,1452,13806,12092,,,,,,,,,25400,600.6,85816,85816,83730,156,392,8128,85180,67288,1209600,2928,0,6,0,43461.12,0,23635.2,0,0,0,0,0,368,40438,24468,1972,42,0,0,8,12,85816,,396,40,106,3746,5820,15902,37446,3568,264,0,292,386,42112,13976,80,14,0,0,44454,146,42,0,0,0,0,0,0,0,0,826,46,8,32140,8468,1682,524,2440,468,24264,156,0,0,0,169.34,150,25404,17182,4300,1228,2184,16092,764,98,36,0,0,0
neg,16,0,8,2,0,0,0,0,0,0,10,330,7524,0,0,0,3110,0,72,0,0,0,15718,13540,6748,380,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7864,0,1208,6,8,4,10,4042,2586,0,0,0,5786,834,80,264,76,632,102,84,6,0,22480,0,8,0,0,3110,170,4996,1742,,,,,,,,,6580,15.91,22480,22480,23266,24,18,2146,22260,7908,1209600,280,0,0,0,2825.28,0,3916.8,0,18,0,0,0,252,7266,320,26,0,0,0,0,6,22480,0,1226,14,18,12,120,2666,3006,794,8,0,14,0,2472,48,0,0,0,0,3256,42,122,0,0,0,0,0,0,0,0,158,0,0,582,488,50,18,400,88,0,20,0,0,0,96.02,40,5176,2354,108,38,90,56,36,6,0,0,0,0
neg,42408,,2130706432,242,0,0,0,0,0,0,152,163876,1784738,901106,37734,252,1317240,0,0,0,0,0,2377078,1882862,596870,431956,0,0,0,0,494,134,0,0,0,0,0,4782,1475854,1241964,165258,0,3300,1282,1388,2708,205080,2673752,348,0,0,0,940782,815054,277026,181760,131296,100488,196596,244856,0,0,2974490,210,1466,818,2,1317240,49810,209702,385102,249940,233540,,,,,,,108120,42408.69,2974490,2974490,2969006,18477,182,50776,549400,2887858,1209600,115078,2,34,0,2370060.48,0,514736.64,0,824,0,0,0,57590,833778,1667706,308842,17156,2734,52,102,108,2974490,,5478,534,51120,306622,145652,1194294,1157626,26434,98,0,356,352,2389330,428050,0,2,0,10,2393770,2410,148,0,0,0,0,0,0,0,0,32356,23278,12738,0,0,85754,18762,5282860,528854,16596,490,0,0,2408700,1015.04,1146,534362,602908,281468,110928,203432,219584,267670,299668,348818,19020,0,0
neg,32106,,,,0,0,0,0,0,12638,130772,1301910,669234,34992,0,0,1051974,0,186,,9084,12162,2157234,2031340,265318,92594,0,0,0,0,0,0,0,0,0,0,0,87850,1129644,531470,400582,0,2470,482,662,1202,576812,1552848,15070,0,0,0,817078,355242,207782,174142,151384,181982,223360,38576,0,0,2432004,76,80,688,266,1051974,16736,172474,91714,127940,132540,0,0,0,0,0,0,280,32106.41,2432004,2432004,,13725,535310,,7620,,1209600,0,,,,1983690.24,0,161789.76,,,0,1388,40608,678132,965416,412132,43694,7116,1032,28,,0,2432004,,2838,400,84016,80180,360176,1481184,137880,2872,0,0,,,,,,,,,,1300,180,,,,,,,,,9294,30512,6424,0,0,63358,9534,4531860,2255438,0,0,0,0,,,,173984,471628,400588,208932,431530,236104,131036,52870,41926,948,0,0
neg,98454,,2130706432,1570,0,0,0,0,0,0,213540,3816042,3366460,524562,48286,1500,3119106,1990,0,0,0,0,7369686,6378222,2048722,819416,0,0,0,0,7592,2224,0,0,0,0,0,0,70282,482670,7417438,0,6326,1156,2160,3302,105440,7851246,760,0,0,0,2333856,2492650,1441044,758916,355620,197930,147050,228202,15122,0,9419760,5892,4894,2808,38,3119106,96654,1275706,770856,254500,293940,272960,275140,246920,252380,228420,,210320,98454.61,9419760,9419760,9422686,39360,25782,85288,935740,7970390,1209600,285192,2,188,0,6752074.56,32472,1178570.88,0,2584,0,0,23540,1612664,4230838,1759256,295526,42504,6044,18,188,234,9419760,,15902,2184,589582,776216,323816,5352594,888534,21456,106,0,2920,8370,6244304,1265552,0,15844,0,36,6800444,9344,452,0,0,6130,57848,0,0,0,0,53444,44632,11714,0,0,238280,36608,43283180,4455286,0,0,0,0,0,4683.56,4958,1335904,2140454,1096854,406962,1640888,1136270,160940,48766,3310,42,0,0
neg,39392,,460,392,0,0,0,0,0,0,1816,30050,1451062,1407780,81200,4410,1397878,0,0,0,0,0,2621582,2229172,1296516,293126,0,0,0,0,996,370,0,0,0,0,0,38170,599630,916684,1421834,0,7722,6836,7196,241424,2330244,382896,0,0,0,0,1416310,666362,288340,168010,111076,81388,98054,146778,0,0,3918990,154,124,296,0,1397878,46744,930134,362124,429180,363280,354120,,,,,,140960,39391.83,3918990,3918990,3408042,15361,4876,92744,280600,2976318,1209600,84662,0,182,0,2454976.32,0,516498.24,0,0,0,0,0,292,258592,1842788,816406,51736,6422,82,54,80,3918990,,6412,880,37934,346536,159496,1942380,465994,16630,56,0,720,818,2148208,190630,54,450,0,0,2481870,3116,132,0,0,0,0,0,0,0,0,26404,26320,6790,0,0,107292,22018,1079600,129132,0,0,0,0,3030550,1856.7,1968,543894,528850,378700,232292,924274,365060,2924,260,64,0,0,0
neg,119138,,1790,1622,0,0,0,0,0,0,1114,76940,4210540,5178614,525104,140324,4350056,0,0,0,0,0,8451422,6747438,2651960,1470086,0,0,39678,0,9520,968,0,0,0,0,0,3792,590120,6507648,3031076,0,10958,6426,15704,124016,8374274,1601162,96,0,0,0,3883882,1751200,739622,566892,500550,522630,819698,1348154,8,0,11105708,266,766,312,198,4350056,140222,1193992,1427022,296020,356140,302080,252260,283380,275620,301800,270700,60000,119137.17,11105708,11105708,11080738,75589,7016,4642,193120,10132636,1209600,332642,10,208,0,7795080.96,0,2329758.72,0,0,0,0,0,8860,805894,5408308,3664796,216502,25826,2450,584,598,11105708,,20838,2152,408848,1382648,674164,6453930,1167144,22634,252,26,2334,2724,7414314,22898,0,3308,0,46,7906160,10014,606,0,0,0,0,0,0,0,0,85270,113208,31168,0,0,210462,36320,28203220,3001538,0,0,0,0,50717560,4226.46,4994,2396842,2587854,1233244,570334,1001496,701470,584140,402782,635568,18906,0,0
neg,449696,,0,,0,0,0,0,0,0,328630,9447420,15290326,3380396,28642,4,13930224,0,0,,1006,2110,25723152,23085930,4781150,1958268,0,0,0,0,0,0,0,0,0,0,0,104950,10389192,17198514,782762,0,64486,59484,118688,176998,10120152,17935500,100,10,0,0,12014870,4754054,2605702,1661510,1124764,1308256,3102456,1900936,2870,0,30511208,18760,236,16748,268,13930224,277558,2462676,2294554,229780,212420,211360,193240,239600,169340,202240,184480,47160,449695.95,30511208,30511208,30044678,171228,6173678,,189640,28475418,1209600,0,,,,25357053.12,0,3085997.76,,,0,0,15252,4303444,13976104,8817076,1167320,163034,33022,166,,0,30511208,,33340,6686,1468806,1574984,2417600,20737066,2193188,43744,4,0,,,,,,,,,,23348,470,0,0,0,0,0,0,0,0,165788,351820,65718,0,0,868226,122166,46864740,5610360,0,0,0,0,51118870,,,3283710,4645576,3342552,2061212,4959782,4760712,2856948,1572632,965802,26492,0,0
