class,aa_000,ab_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bn_000,bo_000,bp_000,bq_000,br_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cr_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,270,0,12,12,0,0,0,0,0,3714,20714,9216,1594,0,0,0,11364,0,0,0,2940,5420,40516,32938,41160,3926,4,0,0,0,48,18,0,0,0,0,0,0,0,516,34722,0,538,528,1254,1598,1480,16884,9608,3348,0,0,23704,4998,2292,1820,702,564,374,564,64,156,84692,0,8,40,0,11364,504,28832,11994,,,,,,,,,40480,269.34,84692,84692,82554,119,0,8050,83920,35360,1209600,1326,4,10,0,18041.28,0,16072.32,24,58,0,2400,17424,11128,3074,1142,56,14,0,0,0,6,84692,0,1406,36,704,572,3376,7778,20044,1306,16,0,16,28,20344,6112,0,0,0,2,20400,356,92,0,0,0,0,0,0,0,0,680,0,0,0,0,314,88,4540,448,0,0,0,0,0,182.26,120,17936,6268,1416,526,626,1488,2210,4768,0,0,0,0
neg,40110,,1028,132,0,0,0,0,0,141292,861074,1023964,316592,3710,0,0,818360,0,0,0,82,246,1309254,1187310,177398,82262,4,0,0,0,226,696,0,0,0,0,0,0,13694,536090,1796848,0,2810,632,1456,2382,9790,2329534,28,0,0,0,533408,1191600,492652,76356,24624,12590,6750,6618,2026,8,1487044,2086,284,2402,0,818360,13764,40526,135802,146920,,,,,,,,27300,40109.64,1487044,1487044,2551572,9443,26,24446,273900,2346632,1209600,46554,0,134,0,2049576.96,7.68,294004.8,0,424,0,51732,657208,1069020,490512,64372,11460,2256,72,0,8,18,1487044,,4774,764,73514,177572,90540,1727108,261428,10844,88,0,676,1038,2032446,1424664,0,118,0,0,2086810,2562,462,0,0,0,8,0,0,0,0,5264,1110,124,1582396,185848,43824,5126,7840,786,2415068,17310,0,0,109640,1257.7,1320,319458,296326,96552,56908,115746,198418,1262438,754,32,0,0,0
neg,692,0,2130706434,46,0,0,0,0,0,0,860,30236,26232,882,0,0,21744,0,0,0,0,0,52082,42202,49864,4792,0,0,0,0,20,6,0,0,0,0,0,0,0,0,58210,0,272,108,314,1144,3074,43038,10260,0,0,0,38628,13214,3302,1166,592,256,166,540,172,174,102022,60,56,26,0,21744,628,39368,10372,,,,,,,,,49380,691.94,102022,102022,103076,215,4,9814,101580,58438,1209600,1782,2,4,0,40261.44,3103.68,13885.44,6,40,0,0,754,11576,17694,20430,7516,240,0,0,2,8,102022,0,1308,36,1172,1204,3718,33016,16486,1252,18,0,54,8,42220,18818,0,0,0,0,42380,162,64,0,11488,0,0,0,0,0,0,516,0,0,23868,2824,1206,158,273640,27370,101534,204,0,0,0,2.08,120,18588,9068,4590,1598,2686,16694,3300,1666,20,0,0,0
neg,14,,28,,0,0,0,0,0,0,2022,2198,840,0,0,0,1554,0,148,0,182,496,7946,6148,8720,258,0,0,0,0,32,54,0,0,0,0,0,0,0,0,5060,0,882,6,16,12,80,4064,0,0,0,0,3648,512,168,264,58,30,36,328,16,0,16880,0,10,2,0,1554,158,7380,1214,,,,,,,,,8520,14.06,16880,16880,18454,19,56,1594,16660,5060,1209600,0,,,,2026.56,0,2166.72,0,14,0,0,764,3196,318,428,354,0,0,0,,12,16880,,894,14,12,14,20,1200,2110,754,42,0,,,,,,,,,,24,72,0,0,0,0,0,0,0,0,170,0,0,1094,418,132,22,5520,566,3634,18,0,0,0,48.5,42,3188,1478,110,68,110,32,64,10,0,0,0,0
neg,66684,,0,,0,0,0,0,0,0,2186,577558,3343132,779978,20776,1216,2378968,0,54,0,0,0,4165728,3633738,900186,468910,0,0,3728,0,0,0,0,0,0,0,0,28528,1823612,966856,1905850,0,5728,3450,6298,12604,2672218,2024494,42,10,2,0,1835948,626950,335520,259738,226380,305076,556932,540172,38072,58,5066522,232,164,254,206,2378968,76310,510508,387992,203080,195220,250800,213940,,,,,30040,66683.24,5066522,5066522,5028374,36160,333306,16778,219980,4724846,1209600,0,,,,4238906.88,0,480115.2,,,0,0,0,73426,1754338,2477636,302110,80420,32560,4356,,0,5066522,,4638,728,275352,181926,1129674,3045726,85558,1244,0,0,,,,,,,,,,2078,94,0,0,0,0,0,0,0,0,39694,98860,13904,0,0,158060,21446,7429560,938588,0,0,0,0,6988630,,,506714,1178114,721516,394568,898102,569728,237076,99186,116672,3170,0,0
neg,40116,,2130706466,924,0,0,0,0,0,0,5608,822230,1273152,348766,4828,12,1078872,0,0,0,0,0,2151008,1809524,471652,288448,0,0,0,0,2034,870,0,0,0,0,0,37508,1326086,516586,574416,0,1804,726,982,1282,46464,2402808,530,0,0,0,781114,526312,203742,140566,135818,251990,415054,0,0,0,2623170,0,18,34,68,1078872,36790,270940,199920,186700,247400,,,,,,,32760,40115.25,2623170,2623170,2616870,17535,2686,16398,197840,2454596,1209600,80676,2,42,0,2175401.28,0,277394.88,0,302,0,0,0,54606,889776,1091084,390848,23716,3764,802,64,70,2623170,,3940,558,87920,133178,90728,1256574,861850,19636,212,0,1344,2010,2193370,8470,0,6514,0,6,2208320,1816,264,0,0,0,0,0,0,0,0,19982,40034,14758,0,0,74770,24120,3249640,349508,0,0,0,0,115270,1219.82,1184,298960,377702,319496,190646,376744,247480,187826,128318,301898,25526,0,0
neg,123988,,1642,1568,0,0,0,0,0,0,7598,86400,5370280,2188574,83706,0,3435658,0,0,0,0,0,7196804,6455146,921664,589422,0,0,0,0,2084,548,0,0,0,0,0,1582,239148,5217806,2278022,0,4822,1338,2796,59016,6192478,1475576,532,0,0,0,2004570,1799678,786658,635562,549120,585570,1343012,32388,0,0,8120416,0,18,222,96,3435658,89506,476134,442860,106260,119060,137120,143900,144600,159160,,,92680,123988.36,8120416,8120416,8156296,46401,24750,65822,839240,7736558,1209600,316058,4,140,0,6849969.6,0,782238.72,0,0,0,0,0,114,1181724,4020872,2265738,223846,37880,6384,424,460,8120416,,13668,2032,76566,700260,363396,4643098,1916746,20792,0,0,2418,1010,6974586,97256,0,12084,0,10,7005142,6518,318,0,0,0,0,0,0,0,0,48390,89398,31852,0,0,242000,56730,12189560,1295862,0,0,0,0,45743620,3349.64,4194,869354,1522204,893604,432996,931366,811628,677278,514876,1041150,42102,0,0
pos,361432,0,1192,996,0,0,0,109380,932954,4386690,10444754,5984992,1024986,129268,6092,0,10352294,236562,0,0,1601950,2969342,16160738,14303932,7767130,2957354,0,0,0,0,8274,3562,0,0,0,0,0,0,40324,6261562,16222056,495174,53842,42888,63614,92790,717542,16237492,2252352,3558596,0,0,8202578,3295620,2342540,1674102,1285106,982964,773532,701488,435310,3325876,25530786,4702,6582,11930,6,10352294,334296,3672748,4083836,762940,596940,333100,526160,486700,412660,437140,410600,84700,361432.27,25530786,25530786,25380684,156546,7200,117122,112040,23024998,1209600,473666,0,312,0,18047494.08,0,4962780.48,2396,4720,298304,1086474,2388662,3405800,4178890,3240542,3558830,2923194,1568034,370386,4850,4972,25530786,0,20102,2426,1242594,3279128,1031206,16044266,1374026,25298,70,0,2154,7320,17836826,5613262,0,45138,0,0,18187274,14504,4046,0,0,0,0,0,0,0,0,246990,160708,36578,0,0,601164,113178,245440,103524,0,0,0,0,104244110,5390.2,5330,5031240,2211294,1657344,866516,1912142,2972690,3505184,4571334,288996,2376,0,0
neg,68768,,304,224,0,0,0,0,0,0,948,1239804,3088696,460356,35914,3346,2513958,0,0,0,0,0,4572574,4045398,1368334,433468,0,0,0,0,1638,250,0,0,0,0,0,277128,3037428,879472,635036,0,3328,682,1360,159056,3232336,1430656,1646,0,0,0,1783564,976082,325536,257940,238056,242780,342288,660972,1846,0,5941476,4,10,102,2,2513958,74680,1073698,293732,322960,251820,317340,251280,,,,,218260,68767.97,5941476,5941476,5960898,34711,9850,106508,1095140,4829064,1209600,130512,0,144,0,4274132.16,0,551072.64,0,0,0,0,0,80560,1559646,2628592,518304,33646,7874,442,62,72,5941476,,8494,1066,77600,260770,191958,2505940,1739208,43892,136,0,422,734,3755350,9884,64,37742,0,0,4314394,4012,282,0,0,0,0,0,0,0,0,40382,88684,14356,0,0,179042,23214,1330440,239796,0,0,0,0,2319520,2370.6,2412,581920,988204,849594,455624,934650,556942,292048,105234,64846,2,0,0
neg,50,0,26,,0,0,0,0,0,0,12,13556,10472,0,0,0,10484,0,0,0,0,0,23220,17292,59092,1814,0,0,0,0,20,24,0,0,0,0,0,0,0,1384,22656,0,1424,146,294,1192,3956,16960,68,0,0,0,20540,1346,726,496,144,538,100,94,34,22,82362,0,4,2,0,10484,466,53024,5882,,,,,,,,,58680,49.55,82362,82362,85096,48,1038,7938,81940,24154,1209600,0,,,,5973.12,7416,9639.36,16,58,0,0,0,2598,19324,1862,242,14,0,0,,10,82362,0,1304,34,44,332,2578,5902,11736,2094,16,0,,,,,,,,,,136,46,0,0,230,7560,0,0,0,0,388,0,0,0,0,252,48,20360,2750,0,0,0,0,0,211.92,106,18432,3852,662,104,234,506,242,8,0,0,0,0
neg,84958,,1376,1106,0,0,0,0,0,0,10294,1339964,3264080,496314,5138,0,2782382,0,0,0,0,0,4443158,3829614,891938,520598,0,0,0,0,1184,1338,0,0,0,0,0,187986,1905114,1157782,1864908,0,5492,3424,6200,266110,3976924,857244,396,0,0,0,1874662,1255322,793020,547504,357518,264234,23530,0,0,0,5336122,0,24,758,2,2782382,88744,411960,475378,209720,211600,189700,201800,,,,,67400,84958.53,5336122,5336122,5348536,28429,13030,42840,485660,5115790,1209600,127638,0,184,0,4530412.8,0,581229.12,0,0,0,0,602,292622,2389606,1948720,442210,33540,7926,564,6,10,5336122,,8680,1178,181770,303960,348656,3710012,546064,15434,36,0,1320,1898,4518290,620244,18,3574,0,0,4571604,3528,464,0,0,0,0,0,0,0,0,45490,50584,10388,0,0,130996,30032,12100,2176,0,0,0,0,27504640,2331.68,2532,620506,774154,533436,297682,721390,686058,478062,340326,617112,47064,0,0
neg,14,,12,12,0,0,0,0,0,0,1504,3706,1168,0,0,0,5844,0,0,0,200,402,14114,11472,24668,330,0,0,0,0,2,48,0,0,0,0,0,0,0,320,6058,0,1004,30,58,42,748,4496,0,0,0,0,4970,638,106,226,26,18,34,340,20,0,39020,2,0,0,0,5844,210,22346,2288,,,,,,,,,24400,13.46,39020,39020,39046,22,0,3720,38700,6378,1209600,384,0,12,0,2376,49.92,3021.12,0,16,0,0,422,2690,2548,438,280,0,0,0,0,4,39020,,1024,30,22,20,26,240,4138,830,48,0,6,134,2552,16,0,6,0,0,2704,80,50,0,0,0,52,0,0,0,0,218,0,0,1644,430,66,20,1140,114,78,10,0,0,0,72.2,66,4208,1818,220,82,50,0,0,0,0,0,0,0
neg,48636,,5120,4468,0,0,0,0,0,0,1156,567036,1865524,552840,14366,0,1337448,0,0,0,0,0,2762864,2451390,396844,245960,0,0,0,0,2112,556,0,0,0,0,0,119996,2065782,372874,442270,0,26718,736,1154,301728,2306116,364078,392,0,0,0,1025260,634250,263082,198106,156128,147294,511702,65100,0,0,3160388,0,12,160,42,1337448,33904,208578,187236,149220,168860,,,,,,,72460,48635.47,3160388,3160388,3187850,16666,34508,68092,732700,3000922,1209600,114832,2,60,0,2563108.8,0,408692.16,0,0,0,0,0,21874,745304,1459466,694726,68822,9830,900,42,100,3160388,,29668,662,16626,290890,159526,2226730,270780,6040,0,0,6266,1366,2325914,33268,34,136840,0,44,2592278,2472,282,0,0,0,0,0,0,0,0,18886,45970,8476,0,0,120016,22524,314840,330276,0,0,0,0,1109780,1366.5,1474,457932,484632,310684,149822,289522,273194,256082,244220,500794,34040,0,0
neg,16486,0,132,116,0,0,0,0,0,0,23812,801236,346004,6118,0,0,612054,0,0,0,0,0,1195330,1091698,173426,60376,0,0,0,0,264,130,0,0,0,0,0,0,0,4786,1172384,0,4846,212,356,414,840,744940,425562,0,0,0,421162,223938,146826,108764,80548,62632,60800,61654,10280,566,1369664,274,480,232,2,612054,18606,91054,81408,151980,,,,,,,,14360,16486.31,1369664,1369664,1348312,4736,1706,12770,152360,1179822,1209600,59054,0,60,0,1014578.88,0,158105.28,0,346,0,0,86,84576,480750,307780,239736,56884,7248,110,108,120,1369664,0,6976,850,1312,140516,69492,299384,629724,28874,42,0,108,226,967850,176738,0,5578,0,0,1024812,3002,468,0,0,0,0,0,0,0,0,9178,5036,856,0,0,63664,13480,24500,5468,0,0,0,0,15486240,2696.44,1812,174388,295470,151604,57996,92858,88578,91254,221572,3450,0,0,0
neg,39730,,1202,1102,0,0,0,0,0,0,1352,43428,1582720,1118770,85384,14936,1291690,0,0,0,0,0,2383284,1926878,609374,401264,0,0,13600,0,4266,656,0,0,0,0,0,0,1184062,1661658,870,0,5528,10476,28636,436868,2034868,330210,4,0,0,0,1056298,615830,256146,168316,113356,88128,104634,443778,104,0,2993124,432,1182,2510,28,1291690,44244,280380,324812,236400,258320,,,,,,,108080,39730.04,2993124,2993124,2986780,19815,17904,52882,567840,2846590,1209600,88904,2,44,0,2461519.68,0,383063.04,0,0,0,0,0,2436,353388,1334814,1087052,62030,6258,612,174,196,2993124,,4332,606,136668,192816,260958,2020688,225712,4808,2,0,1610,1750,2380290,223586,0,4272,0,26,2477966,2260,218,0,0,0,0,0,0,0,0,23918,16244,3622,0,0,97736,18198,308360,110800,0,0,0,0,0,1277.98,1280,399526,639846,403064,191810,420582,407004,269422,85484,29850,2,0,0
neg,30186,,0,,0,0,0,0,0,0,6300,766686,1520724,230426,6998,0,1215608,19244,0,0,0,0,2051640,1636586,708896,320814,0,0,7088,0,0,0,0,0,0,0,0,36618,1226426,676218,591872,0,32240,13388,13318,18188,155604,2294810,3584,2,0,0,1411622,362368,194574,137506,105022,89960,97294,108778,23400,610,2761730,38,98,6808,338,1215608,49208,248738,455144,273860,364920,,,,,,,59380,30185.82,2761730,2761730,2694482,11972,79292,26598,330880,2531134,1209600,0,,,,1991771.52,0,534386.88,0,0,0,0,0,182812,1349474,850444,130280,15548,2538,38,,0,2761730,,4688,798,230244,292866,239304,1620164,139240,3826,4,0,,,,,,,,,,3228,134,0,0,0,0,0,0,0,0,31632,19552,4086,0,0,93038,17412,3810280,570112,0,0,0,0,185880,1802.76,1996,570730,645246,257952,115892,265374,298486,308074,56352,12694,334,0,0
neg,974474,,356,0,0,0,0,0,0,0,0,0,0,0,0,0,27017082,0,114,0,1591638,2239126,47813728,45334388,13253954,2915834,8,0,0,0,1248,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62668624,13712,22490,36146,1242,27017082,562026,9676104,3548382,237260,208580,192580,193900,243700,199060,203780,183440,134240,974473.88,62668624,62668624,2062,0,1128,34138,872300,0,1209600,798230,0,0,0,45585527.04,0,7988821.44,0,0,0,0,0,0,0,0,0,0,0,0,0,4128,62668624,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36058,2168,0,0,0,0,0,0,0,0,304628,204800,44266,103928284,16558958,1410186,227394,155980,22418,22849634,666368,0,0,831925420,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neg,6,,22,12,2,2,,,,,,,,,,,2006,0,272,0,0,0,11330,9330,6544,102,0,0,0,0,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17896,0,6,0,0,2006,172,5100,1386,,,,,,,,,6420,6.72,17896,17896,18700,17,4,1664,17680,5200,1209600,284,0,4,0,2168.64,11.52,2120.64,0,10,,,,,,,,,,,0,24,17896,,,,,,,,,,,,18,24,1872,108,0,0,0,0,2396,40,60,0,0,0,248,0,0,0,0,142,0,0,786,130,48,18,40,4,0,12,0,0,0,102.74,42,,,,,,,,,,,0,0
neg,30294,,306,222,0,0,0,0,0,0,1786,141558,1342594,625164,118000,8808,1095168,0,0,0,0,0,1983990,1765632,396894,180648,0,0,10264,0,1660,258,0,0,0,0,0,7818,1192520,547604,489968,0,3208,1430,1588,247822,1636260,347570,32,0,0,0,1054766,301166,170272,133224,104810,90886,127914,254866,6,0,2381222,510,650,534,6,1095168,28060,199624,195706,225800,,,,,,,,166380,30294.23,2381222,2381222,2381832,14951,4010,113762,1166980,2237910,1209600,48526,0,116,0,1785879.36,12144.96,437182.08,0,0,0,0,0,5636,369880,1163930,631724,59662,6138,940,180,186,2381222,,4258,476,19010,340142,101056,1359068,395896,17834,170,0,400,678,1486514,49434,56,65616,0,0,1808200,1772,270,0,0,20,12146,0,0,0,0,15118,22564,4378,0,0,45582,7426,774440,100530,0,0,0,0,474120,859.66,998,473194,373434,214218,139874,415960,354988,241072,24684,486,0,0,0
neg,58854,,,,,,0,0,0,0,1226,377872,2680666,426960,196,0,1213484,0,184,,0,0,3049316,2716826,604478,261534,,0,0,0,,,0,0,0,0,0,228602,1417272,693398,1147648,0,9324,3642,7086,5560,1463560,1997744,4,0,0,0,1572800,648344,341898,228146,183388,182552,248062,81548,182,0,3654340,,,,,1213484,38768,344048,258204,182720,206940,204040,0,0,0,0,0,3380,58854.78,3654340,3654340,,19907,,,15140,,1209600,,,,,3247324.8,0,236520,,,0,0,0,101306,1859322,1430970,78904,13524,2874,20,,,3654340,,3900,696,155324,120144,743614,2346138,114030,3074,0,0,,,,,,,,,,,,,,,,,,,,22334,,,,,,,,,,,,,,,,252970,443216,435152,284236,801838,914802,299788,46052,8866,0,,
neg,134512,,,,,,0,0,0,0,11546,3349678,9013640,4528152,720014,63056,6712946,23642,0,,0,0,10704060,6803146,8442900,3732820,,0,18962,0,,,0,0,0,0,0,0,1522108,16163066,912,0,20826,13062,21546,6526486,9792682,1311480,4,0,0,0,7208382,3282234,968236,724836,658300,705096,902788,1704320,1434152,97742,19150210,,,,,6712946,365648,3138872,5282052,591800,573580,485800,485120,435800,444040,450900,443040,506080,134512.69,19150210,19150210,,107616,,,963420,,1209600,,,,,12835676.16,0,4832046.72,,,0,0,0,66360,3435046,8998274,4382534,706562,92824,4486,,,19150210,,19834,5396,2888532,2872250,7051894,4714024,132032,2124,0,0,,,,,,,,,,,,,,,,,,,,271380,,,,,,,,,,,,,,,,4949998,7521122,2187806,803656,1724790,469622,2588,1592,23828,1084,,
neg,31602,,654,644,0,0,0,0,0,0,224,213586,2331238,1495164,290184,11242,1816372,4466,0,0,0,0,3666366,2981510,770776,612696,0,0,11498,0,2314,276,0,0,0,0,0,0,140862,4199762,1014,0,5168,1734,5914,640128,3088194,600392,108,0,0,0,2184508,968918,335880,247070,217432,376220,11610,0,0,0,4438182,0,294,274,16,1816372,62516,239934,526176,208300,203960,210580,,,,,,137220,31601.3,4438182,4438182,4451066,20221,2352,75590,798640,4341638,1209600,175106,2,196,0,3067227.84,430332.48,839325.12,0,0,0,0,0,10016,265398,1451342,1985332,587424,40368,1758,490,502,4438182,,9624,1182,436356,449476,327062,2334024,746438,37082,394,0,912,1008,2914608,74664,0,36036,0,26,3138534,8936,2302,0,0,42450,448854,0,0,0,0,37096,19076,3574,0,0,144760,22806,1078620,135726,0,0,0,0,1601310,1909.12,2340,1319010,1943944,405494,115108,211116,155226,86558,45624,57560,1998,0,0
neg,121768,,298,0,0,0,0,0,0,6118,239090,1707850,4460590,1141966,20222,222,3385774,0,0,0,9940,15072,6789418,6017678,959966,686528,0,0,0,0,1010,336,0,0,0,0,0,316090,4774222,2234468,251278,0,2960,512,1138,73840,4094086,3387060,16462,0,0,0,2091830,2387512,844488,662908,551374,454840,409614,172982,510,0,7760268,334,390,538,12,3385774,88234,521670,435040,167040,141320,151440,139800,134740,132260,,,82680,121768.75,7760268,7760268,7768480,43065,25540,43456,491500,7576058,1209600,250430,0,0,0,6978239.04,0,593830.08,0,0,0,10,79162,597184,2861010,3346834,657936,27656,6192,74,0,10,7760268,,8040,1088,53158,251916,206328,4216016,2732804,106208,500,0,0,0,0,0,0,0,0,0,0,3806,350,0,0,0,0,0,0,0,0,45532,136086,24388,0,0,282364,38906,3018220,376466,0,0,0,0,24815150,2065.92,2330,636112,1496668,1041860,543436,1091190,1082302,816110,422240,435014,11126,0,0
neg,161528,,0,,0,0,0,0,0,0,223684,3074966,6149650,1845252,19198,0,5482828,0,0,0,2558,5620,10361356,9447648,1527878,694190,0,0,0,0,0,0,0,0,0,0,0,145270,3551600,7313646,302234,0,8614,3686,5472,10102,3027024,8197140,60706,6,0,0,4798940,1647046,855948,651190,536200,515556,613996,1044262,562074,87538,11894484,46,460,3582,508,5482828,123556,704230,817556,205000,174400,138280,162700,117460,129400,146800,157340,136900,161528.95,11894484,11894484,11744418,74591,405160,84042,978280,11312750,1209600,0,,,,9494356.8,0,1805727.36,,,0,0,18542,1148562,4706312,4685024,687304,58422,8560,24,,0,11894484,,12764,2072,529690,905324,1007468,7949596,899794,6032,10,0,,,,,,,,,,8434,352,0,0,0,0,0,0,0,0,67202,111544,21054,0,0,406132,61726,17490820,2664156,0,142,0,0,18789490,,,1860260,2224768,1304986,734720,1739456,1504928,962888,460748,513950,6046,0,0
neg,4146,,408,,0,0,0,0,0,0,204,32114,508058,231596,2362,0,338920,0,0,0,0,0,717712,586274,385414,98090,0,0,6740,0,760,62,0,0,0,0,0,0,76806,697528,0,0,1136,298,548,96702,444728,229728,1194,0,0,0,455698,126696,53892,46126,38198,26444,15700,11578,2,0,1103452,0,510,504,0,338920,10970,284034,100326,,,,,,,,,382320,4146.88,1103452,1103452,1104898,3378,11878,108496,1100100,774334,1209600,0,,,,533524.8,0,239352,0,0,0,0,0,5514,129788,318582,292032,25562,2778,78,,82,1103452,,1896,310,780,66612,116470,318076,260710,8952,528,0,,,,,,,,,,1250,238,0,0,0,0,0,0,0,0,6878,306,52,0,0,8990,1014,2547360,286962,0,0,0,0,407280,615.78,676,243828,403452,73838,48998,4118,100,0,0,0,0,0,0
neg,1188,,92,92,0,0,0,0,0,0,80,964,64288,24748,90,0,32894,0,0,0,0,0,135090,126658,28114,5626,0,0,0,0,162,36,0,0,0,0,0,2270,65078,8004,14818,0,180,200,238,310,39102,50138,2,0,0,0,52628,27422,6386,2696,638,214,154,32,0,0,163228,2,0,160,0,32894,1030,20838,7256,,,,,,,,,27860,1187.54,163228,163228,165944,260,128,16208,162980,90170,1209600,3052,2,4,0,75102.72,0,14942.4,0,0,0,0,0,488,26198,56504,6386,514,80,0,0,6,163228,,254,34,962,15448,2876,18578,50012,1832,174,0,182,178,76220,36292,0,2,0,14,76494,134,44,0,0,0,0,0,0,0,0,518,100,34,0,0,2668,484,317400,31748,0,0,0,0,187560,115.24,88,16600,23294,3824,1478,3520,39606,1726,116,6,0,0,0
neg,800,0,2130706432,0,0,0,0,0,0,16,29306,89110,11746,2624,0,0,51088,0,0,0,908,1408,121018,90906,102784,15792,0,0,0,0,60,122,0,0,0,0,0,0,0,41896,90906,0,1052,902,1938,2980,8520,72796,44614,0,0,0,102846,17624,5120,2586,1496,1362,878,544,234,112,224810,12,46,74,0,51088,1946,65704,34430,,,,,,,,,100480,799.73,224810,224810,215846,407,1538,13552,223080,133262,1209600,4994,0,0,0,57043.2,0,41137.92,50,198,0,0,15108,77602,28918,7826,3090,258,0,0,0,160,224810,0,1376,40,6974,17002,32764,67996,6642,8,0,0,0,0,0,0,0,0,0,0,0,584,340,0,0,0,0,0,0,0,0,1860,12,34,42140,13796,1662,542,358880,36946,42294,22,0,2,0,3.36,240,43220,58078,6908,1992,2616,1478,6410,12080,20,0,0,0
neg,40822,,1472,1168,0,0,0,0,0,0,65144,1703676,2336916,384080,20114,0,1883552,0,0,0,0,0,3931208,3378512,760142,464644,0,0,0,0,1940,366,0,0,0,0,0,599140,3389930,249442,271418,0,3010,1322,2438,244666,2971110,1282704,4680,0,0,0,2579440,796234,393428,295486,251814,169636,23892,0,0,0,4692314,0,46,208,4,1883552,60200,320694,437750,236260,138220,180640,,,,,,196860,40821.78,4692314,4692314,4690318,17696,6870,100828,1053620,4509930,1209600,191610,0,272,0,3513989.76,24804.48,967994.88,0,0,0,0,0,335446,1647860,1903506,580494,35296,7042,286,52,56,4692314,,6586,1026,410540,523882,376786,2549428,623196,18258,228,0,2326,820,3311022,46,0,5384,0,42,3575138,4528,452,0,0,1210,25580,0,0,0,0,29164,36552,5410,0,0,167708,22676,732160,102894,0,0,0,0,1141400,1731.98,1924,1040376,1732342,699402,282934,418840,184004,86268,37234,28364,166,0,0
neg,66620,,2130706434,370,0,0,0,0,0,0,21520,1020738,2436150,936376,74926,17650,2106542,0,0,0,0,0,3890722,3256912,817260,570280,0,0,7330,0,664,178,0,0,0,0,0,5594,1075480,2208754,1217532,0,1712,530,762,1302,33410,4466846,2798,0,0,0,921076,1166258,352124,281136,264254,284848,508724,728340,600,0,4708592,28,450,162,24,2106542,69676,427920,383440,206540,213440,195460,,,,,,194420,66619.33,4708592,4708592,4714230,39634,17136,103402,1072240,4507360,1209600,155992,2,40,0,4076277.12,0,428755.2,0,690,0,0,0,325062,1389950,2139688,614892,32166,5094,508,6,10,4708592,,4624,648,184266,207098,242402,3272848,570516,24824,134,0,562,546,1067952,37198,0,126,0,20,4122844,2714,246,0,0,0,0,0,0,0,0,37062,70098,18564,0,0,137092,21134,34384660,4570754,15796,12028,0,0,8097270,1182.62,1342,455552,1087524,679896,327518,616072,495440,406690,210820,225188,2660,0,0
neg,64,,6,12,0,0,0,0,0,0,44,11940,2366,0,0,0,4682,0,132,0,0,0,12964,9288,13100,1314,0,0,0,0,46,4,0,0,0,0,0,0,0,4256,10094,0,908,32,46,76,1132,12154,2,0,0,0,9888,3124,490,240,120,36,120,332,0,0,26094,0,0,0,0,4682,218,10198,2874,,,,,,,,,12920,64.93,26094,26094,26428,37,0,2466,25900,14350,1209600,486,0,4,0,7652.16,0,6385.92,0,18,0,0,0,10424,1912,1350,592,58,14,0,0,0,26094,,932,8,22,806,444,3566,7244,1246,82,0,16,74,7608,50,0,6,0,0,8054,26,0,0,0,0,0,0,0,0,0,186,0,0,0,0,374,80,0,0,0,24,0,0,0,57.84,42,7414,4372,1714,364,350,60,20,14,42,0,0,0
